name,len_input,len_HA1,cut_idx_in_original,motif,note,status
A/Lisboa/721/2022|EPI_ISL_16619150,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/721/2022|EPI_ISL_17505367,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bretagne/02975/2023|EPI_ISL_17080596,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bretagne/02975/2023|EPI_ISL_18167380,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/10236/2023|EPI_ISL_16954685,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/11968/2022|EPI_ISL_16350754,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Poland/205/2023|EPI_ISL_18167169,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Poland/205/2023|EPI_ISL_18037518,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Georgia/K20-14/2022|EPI_ISL_16759965,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Georgia/K20-14/2022|EPI_ISL_16836701,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/G0007/2023|EPI_ISL_16836774,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/G0405/2022|EPI_ISL_16836775,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/3821/2023|EPI_ISL_18044214,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/3821/2023|EPI_ISL_18044462,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/S2445/2022|EPI_ISL_17204484,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/S2455/2022|EPI_ISL_17204483,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/06948/2022|EPI_ISL_17204390,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Thuringen/28/2022|EPI_ISL_15926954,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Baden-Wurttemberg/66/2022|EPI_ISL_15926918,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH531046263/2022|EPI_ISL_14977268,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH198253092/2022|EPI_ISL_14977276,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH198253201/2022|EPI_ISL_14977282,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH101892403/2022|EPI_ISL_14977288,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/England/106/2022|EPI_ISL_16650035,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH161512067/2022|EPI_ISL_15210595,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH161512067/2022|EPI_ISL_15081650,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH172304934/2022|EPI_ISL_15081656,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Aragon/4051/2022|EPI_ISL_15999263,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Galicia/3994/2022|EPI_ISL_15999239,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH198253092/2022|EPI_ISL_15938135,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH161512067/2022|EPI_ISL_15938132,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH198253201/2022|EPI_ISL_15938137,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH101892403/2022|EPI_ISL_15938098,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH101892403/2022|EPI_ISL_15938101,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH172304934/2022|EPI_ISL_15938104,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH161512067/2022|EPI_ISL_15938110,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH198253092/2022|EPI_ISL_16465149,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Galicia/3994/2022|EPI_ISL_16759860,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Thuringen/28/2022|EPI_ISL_16465218,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH101892403/2022|EPI_ISL_16465223,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH161512067/2022|EPI_ISL_16465222,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH172304934/2022|EPI_ISL_16465201,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/32860/2022|EPI_ISL_16465177,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/566/2022|EPI_ISL_16465170,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/England/104/2022|EPI_ISL_16894967,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Valladolid/21/2022|EPI_ISL_17223946,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/32860/2022|EPI_ISL_16836674,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Aragon/4051/2022|EPI_ISL_16053991,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Galicia/3994/2022|EPI_ISL_16054059,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/32860/2022|EPI_ISL_15728495,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Romania/544238/2022|EPI_ISL_17204354,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/S2663/2022|EPI_ISL_17204352,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/11480/2022|EPI_ISL_17204380,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/G0381/2022|EPI_ISL_17204387,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/11406/2022|EPI_ISL_17204384,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/28394/2022|EPI_ISL_16681981,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/01284/2022|EPI_ISL_16681948,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/76550/2022|EPI_ISL_16681946,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/89053/2022|EPI_ISL_16681947,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/G0381/2022|EPI_ISL_18713754,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/S2445/2022|EPI_ISL_18713779,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/G0405/2022|EPI_ISL_18713763,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/G0171/2023|EPI_ISL_18713815,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/11854/2022|EPI_ISL_16028380,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lithuania/48252/2022|EPI_ISL_16749920,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/720/2022|EPI_ISL_16619149,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/719/2022|EPI_ISL_16619148,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/698/2022|EPI_ISL_16619129,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/697/2022|EPI_ISL_16619128,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/11980/2022|EPI_ISL_16390262,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/28394/2022|EPI_ISL_16750933,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Hessen/6/2023|EPI_ISL_17505353,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/697/2022|EPI_ISL_17505357,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/752/2022|EPI_ISL_17505372,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/720/2022|EPI_ISL_17505366,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/719/2022|EPI_ISL_17505365,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bretagne/02688/2023|EPI_ISL_17080587,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Armenia/167/2023|EPI_ISL_17211507,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Franche_Comte/01892/2023|EPI_ISL_17080568,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Pays_de_Loire/01997/2023|EPI_ISL_17080570,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Israel/B1743/2023|EPI_ISL_17638427,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/11309/2022|EPI_ISL_17638445,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/114/2023|EPI_ISL_17638437,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lisboa/698/2022|EPI_ISL_17638432,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/172886/2023|EPI_ISL_17049159,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/172883/2023|EPI_ISL_17049160,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH151029260/2022|EPI_ISL_15837620,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Romania/544238/2022|EPI_ISL_16854723,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Tunisia/1652/2023|EPI_ISL_18167122,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/2712/2022|EPI_ISL_18167109,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Poland/204/2023|EPI_ISL_18167170,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kosovo/891/2023|EPI_ISL_18167205,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Kosovo/891/2023|EPI_ISL_18167258,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Tunisia/1652/2023|EPI_ISL_18167276,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/95050/2023|EPI_ISL_18101369,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/71367/2023|EPI_ISL_18167348,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Belgium/G0171/2023|EPI_ISL_18167353,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Boras/2/2023|EPI_ISL_18167336,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bretagne/02688/2023|EPI_ISL_18167379,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/95050/2023|EPI_ISL_18167404,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/95050/2023|EPI_ISL_18167404,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Pays_de_Loire/01997/2023|EPI_ISL_18167401,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Pays_de_Loire/01997/2023|EPI_ISL_18167401,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Denmark/3127/2022|EPI_ISL_15972425,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bretagne/55892/2022|EPI_ISL_16201986,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Poland/204/2023|EPI_ISL_18037519,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/11309/2022|EPI_ISL_16759311,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Moldova/2026063/2023|EPI_ISL_18037456,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/BosniaAndHerzegovina/144/2023|EPI_ISL_18037498,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Slovenia/114/2023|EPI_ISL_16759990,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/54601/2022|EPI_ISL_16759983,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/01284/2022|EPI_ISL_16759975,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/76550/2022|EPI_ISL_16759974,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/89053/2022|EPI_ISL_16759973,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/74250/2022|EPI_ISL_16759970,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/74511/2022|EPI_ISL_16759968,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Tunisia/23062/2022|EPI_ISL_16759953,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Hungary/85/2022|EPI_ISL_16759886,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Hungary/69/2022|EPI_ISL_16759885,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/28394/2022|EPI_ISL_16759875,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bretagne/55892/2022|EPI_ISL_16465224,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/80520/2022|EPI_ISL_18007341,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Leon/4132/2023|EPI_ISL_18008466,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Leon/4311/2023|EPI_ISL_18008467,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/11817/2022|EPI_ISL_18008473,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/173486/2023|EPI_ISL_18008499,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/263/2023|EPI_ISL_18008502,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/173578/2023|EPI_ISL_18008507,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/11980/2022|EPI_ISL_16894945,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Thuringen/63/2022|EPI_ISL_16894947,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Rheinland-Pfalz/35/2022|EPI_ISL_16894948,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/11817/2022|EPI_ISL_15814126,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Burgos/8/2023|EPI_ISL_17223695,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bretagne/55892/2022|EPI_ISL_17223706,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Valladolid/15/2023|EPI_ISL_17223725,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/74222/2022|EPI_ISL_17223722,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Albania/290569/2023|EPI_ISL_17223810,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Albania/290580/2023|EPI_ISL_17223811,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Albania/290638/2023|EPI_ISL_17223817,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/3891/2023|EPI_ISL_18044213,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/95050/2023|EPI_ISL_18044307,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/BosniaAndHerzegovina/144/2023|EPI_ISL_18044306,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Switzerland/71367/2023|EPI_ISL_18044304,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Leon/4132/2023|EPI_ISL_18044313,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Leon/4319/2023|EPI_ISL_18044319,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Leon/4311/2023|EPI_ISL_18044318,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Valladolid/4167/2023|EPI_ISL_18044317,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/3891/2023|EPI_ISL_18044465,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Moldova/2026063/2023|EPI_ISL_18044464,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/9047/2023|EPI_ISL_18044568,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Armenia/167/2023|EPI_ISL_18044550,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Albania/290580/2023|EPI_ISL_17063700,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Albania/290638/2023|EPI_ISL_17063697,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/80520/2022|EPI_ISL_17063716,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Serbia/263/2023|EPI_ISL_17063731,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Bulgaria/2712/2022|EPI_ISL_16836658,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Israel/B1743/2023|EPI_ISL_16836664,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Catalonia/NSVH151029260/2022|EPI_ISL_16836756,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Romania/544311/2022|EPI_ISL_16836767,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/172629/2023|EPI_ISL_17820166,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/172886/2023|EPI_ISL_17820165,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/172883/2023|EPI_ISL_17820164,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/173616/2023|EPI_ISL_17820189,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/173486/2023|EPI_ISL_17820183,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/173741/2023|EPI_ISL_17820181,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/173578/2023|EPI_ISL_17820179,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/173616/2023|EPI_ISL_17820178,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Estonia/173741/2023|EPI_ISL_17820177,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Brandenburg/12/2022|EPI_ISL_17037900,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Boras/2/2023|EPI_ISL_16809287,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Lithuania/48252/2022|EPI_ISL_17268690,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Tunisia/23062/2022|EPI_ISL_17268714,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Brandenburg/12/2022|EPI_ISL_17268729,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/21983/2023|EPI_ISL_18044553,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/21983/2023|EPI_ISL_17820301,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Thuringen/3/2022|EPI_ISL_13017110,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/S.Petersburg/RII-36/2021|EPI_ISL_9533462,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/92285/2021|EPI_ISL_12240126,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Ireland/92285/2021|EPI_ISL_8808670,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Armenia/885/2021|EPI_ISL_9627663,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/24121/2021|EPI_ISL_11872949,530,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/23748/2021|EPI_ISL_11872947,530,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/23748/2021|EPI_ISL_12240178,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/24121/2021|EPI_ISL_12240179,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Parma/51/2022|EPI_ISL_14212958,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Milano/60/2022|EPI_ISL_14212962,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Iran/Aban17A/2021|EPI_ISL_9593242,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Orenburg/5/2022|EPI_ISL_14213016,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/24-VI-21-3942034/2021|EPI_ISL_5365830,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Novosibirsk/RII-03/2021|EPI_ISL_9401985,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Vladivostok/11/2021|EPI_ISL_12219585,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Novosibirsk/RII-01/2021|EPI_ISL_9401963,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/12245/2022|EPI_ISL_11872735,530,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/12245/2022|EPI_ISL_13957720,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/18896/2022|EPI_ISL_14846301,558,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/20047/2022|EPI_ISL_14846268,558,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/20047/2022|EPI_ISL_13704439,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/18896/2022|EPI_ISL_13704459,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/24-VI-21-3985321/2021|EPI_ISL_4005784,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/S.Petersburg/RII-19/2021|EPI_ISL_9533470,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Netherlands/10193/2021|EPI_ISL_8452259,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Armenia/881/2021|EPI_ISL_9627656,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/24-VI-21-3929575/2021|EPI_ISL_6075474,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/16-VI-21-3673175/2021|EPI_ISL_6075487,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/16-VI-21-3673175/2021|EPI_ISL_5365813,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/16-VI-21-3673175/2021|EPI_ISL_5365813,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/16-VI-21-3744895/2021|EPI_ISL_6075485,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/16-VI-21-3744895/2021|EPI_ISL_5365815,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/23662/2021|EPI_ISL_8786099,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Norway/23662/2021|EPI_ISL_12240177,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/24-VI-21-4041206/2021|EPI_ISL_4005787,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/24-VI-21-4041206/2021|EPI_ISL_5365835,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
A/Qatar/16-VI-21-3994833/2021|EPI_ISL_4005775,566,329,361,R/K+GLF,found_R/K+GLF_at=345|SP=auto:16,OK
